country	source	carrier	mcc	mnc	apn	type	protocol	roaming_protocol	user	password	authtype	mmsc	mmsproxy	mmsport	proxy	port	carrier_id	mvno_type	mvno_match_data	carrier_enabled	user_visible	user_editable	network_type_bitmask	bearer_bitmask
IN	AOSP	Vodafone_MMS	404	43	portalnmms	mms	IPV4V6	IPV4V6				http://mms1.live.vodafone.in/mms/	10.10.1.100	9401			2378							
IN	AOSP	Vodafonemobileconnect	404	43	www	default,ia,supl	IPV4V6	IPV4V6									2378							
IN	AOSP	IDEA GPRS	404	44	imis	default,ia,supl	IPV4V6	IPV4V6							10.4.42.15	8080	802							
IN	LineageOS	IDEA Internet	404	44	internet	default,supl																		
IN	AOSP	IDEA MMS	404	44	mmsc	mms	IPV4V6	IPV4V6				http://10.4.42.21:8002	10.4.42.15	8080			802							
IN	LineageOS	IDEA MMS	404	44	mmsc	mms						http://10.4.42.21:8002	10.4.42.15	8080										
IN	LineageOS	IDEA Wap	404	44	imis	default,supl									10.4.42.15	8080								
IN	AOSP	Idea_Internet	404	44	internet	default,ia,supl	IPV4V6	IPV4V6									802							
IN	LineageOS	SPICE	404	44	spicegprs	default,supl																		
IN	LineageOS	SPICE MMS	404	44	spicemms	mms			User Mobile number	spice		http://10.200.200.3:8514	10.200.200.3	8080										
IN	LineageOS	Airtel GPRS	404	45	airtelgprs.com	default,supl																		
IN	AOSP	Airtel IMS	404	45	ims	ims	IPV4V6	IPV4V6									1961							
IN	AOSP	AIRTEL LIVE	404	45	airtelfun.com	default,ia,supl	IPV4V6	IPV4V6							100.1.200.99	8080	1961							
IN	LineageOS	Airtel Live	404	45	airtelfun.com	default,supl									100.1.200.99	8080								
IN	AOSP	Airtel MMS	404	45	airtelmms.com	mms	IPV4V6	IPV4V6			1	http://100.1.201.171:10021/mmsc	100.1.201.172	8799			1961							
IN	LineageOS	Airtel MMS	404	45	airtelmms.com	mms						http://100.1.201.171:10021/mmsc	100.1.201.172	8799										
IN	AOSP	Mobile Office	404	45	airtelgprs.com	default,ia,supl	IPV4V6	IPV4V6									1961							
IN	LineageOS	BPL	404	46	www	default,supl			MSISDN	bplmmsc														
IN	LineageOS	BPL MMS	404	46	mizone	mms			MSISDN	bplmmsc		http://mms.bplmobile.com:8080	10.0.0.10	8080										
IN	LineageOS	Vodafone	404	46	portalnmms	default,supl,mms						http://mms1.live.vodafone.in/mms/	10.10.1.100	9401	10.10.1.100	9401								
IN	AOSP	Vodafone live	404	46	portalnmms	default,ia,supl	IPV4V6	IPV4V6							10.10.1.100	9401	2378							
IN	AOSP	Vodafone_MMS	404	46	portalnmms	mms	IPV4V6	IPV4V6				http://mms1.live.vodafone.in/mms/	10.10.1.100	9401			2378							
IN	AOSP	Vodafonemobileconnect	404	46	www	default,ia,supl	IPV4V6	IPV4V6									2378							
IN	LineageOS	Airtel GPRS	404	49	airtelgprs.com	default,supl																		
IN	AOSP	Airtel IMS	404	49	ims	ims	IPV4V6	IPV4V6									1961							
IN	AOSP	AIRTEL LIVE	404	49	airtelfun.com	default,ia,supl	IPV4V6	IPV4V6							100.1.200.99	8080	1961							
IN	LineageOS	Airtel Live	404	49	airtelfun.com	default,supl									100.1.200.99	8080								
IN	AOSP	Airtel MMS	404	49	airtelmms.com	mms	IPV4V6	IPV4V6			1	http://100.1.201.171:10021/mmsc	100.1.201.172	8799			1961							
IN	LineageOS	Airtel MMS	404	49	airtelmms.com	mms						http://100.1.201.171:10021/mmsc	100.1.201.172	8799										
IN	AOSP	Mobile Office	404	49	airtelgprs.com	default,ia,supl	IPV4V6	IPV4V6									1961							
IN	LineageOS	NetConnect	404	50	rcomnet	default,supl																		
IN	LineageOS	Reliance GPRS	404	50	rcomwap	default,supl									10.239.221.5	8080								
IN	AOSP	Reliance MMS	404	50	mms	mms	IPV4V6	IPV4V6				http://10.239.221.47/mms/	10.239.221.7	8080			1543							
IN	LineageOS	Reliance MMS	404	50	rcommms	mms						http://mms.rcom.co.in/mms	10.239.221.5	8080	10.239.221.5	8080								
IN	AOSP	Reliance Net	404	50	smartnet	default,ia,supl	IPV4V6	IPV4V6									1543							
IN	AOSP	Reliance WAP	404	50	smartwap	default,ia,supl	IPV4V6	IPV4V6			1				10.239.221.7	8080	1543							
IN	LineageOS	BSNL	404	51	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	51	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	51	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	51	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	51	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	51	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	51	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	NetConnect	404	52	rcomnet	default,supl																		
IN	LineageOS	Reliance GPRS	404	52	rcomwap	default,supl									10.239.221.5	8080								
IN	AOSP	Reliance MMS	404	52	mms	mms	IPV4V6	IPV4V6				http://10.239.221.47/mms/	10.239.221.7	8080			1543							
IN	LineageOS	Reliance MMS	404	52	rcommms	mms						http://mms.rcom.co.in/mms	10.239.221.5	8080	10.239.221.5	8080								
IN	AOSP	Reliance Net	404	52	smartnet	default,ia,supl	IPV4V6	IPV4V6									1543							
IN	AOSP	Reliance WAP	404	52	smartwap	default,ia,supl	IPV4V6	IPV4V6			1				10.239.221.7	8080	1543							
IN	LineageOS	BSNL	404	53	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	53	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	53	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	53	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	53	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	53	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	53	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	54	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	54	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	54	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	54	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	54	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	54	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	54	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	55	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	55	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	55	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	55	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	55	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	55	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	55	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	AOSP	IDEA GPRS	404	56	imis	default,ia,supl	IPV4V6	IPV4V6							10.4.42.15	8080	802							
IN	LineageOS	IDEA Internet	404	56	internet	default,supl																		
IN	AOSP	IDEA MMS	404	56	mmsc	mms	IPV4V6	IPV4V6				http://10.4.42.21:8002/	10.4.42.15	8080			802							
IN	LineageOS	IDEA MMS	404	56	mmsc	mms						http://10.4.42.21:8002	10.4.42.15	8080										
IN	LineageOS	IDEA Mobile	404	56	mobile	default,supl																		
IN	LineageOS	IDEA Wap	404	56	imis	default,supl									10.4.42.15	8080								
IN	AOSP	Idea_Internet	404	56	internet	default,ia,supl	IPV4V6	IPV4V6									802							
IN	LineageOS	BSNL	404	57	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	57	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	57	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	57	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	57	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	57	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	57	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	58	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL IMS	404	58	bsnlnet	ims	IPV4V6	IPV4V6																
IN	LineageOS	BSNL MMS	404	58	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	58	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	58	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	58	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	58	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	58	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	59	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	59	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	59	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	59	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	59	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	59	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	59	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	Vodafone	404	60	portalnmms	default,supl,mms						http://mms1.live.vodafone.in/mms/	10.10.1.100	9401	10.10.1.100	9401								
IN	LineageOS	Vodafone IN	404	60	www	default,supl																		
IN	LineageOS	Vodafone IN MMS	404	60	portalnmms	mms						http://mms1.live.vodafone.in/mms/	10.10.1.100	9401										
IN	AOSP	Vodafone live	404	60	portalnmms	default,ia,supl	IPV4V6	IPV4V6							10.10.1.100	9401	2378							
IN	AOSP	Vodafone_MMS	404	60	portalnmms	mms	IPV4V6	IPV4V6				http://mms1.live.vodafone.in/mms/	10.10.1.100	9401			2378							
IN	AOSP	Vodafonemobileconnect	404	60	www	default,ia,supl	IPV4V6	IPV4V6									2378							
IN	LineageOS	Airtel GPRS	404	61	airtelgprs.com	default,supl																		
IN	LineageOS	Airtel Live	404	61	airtelfun.com	default,supl									100.1.200.99	8080								
IN	LineageOS	Airtel MMS	404	61	airtelmms.com	mms					1	http://100.1.201.171:10021/mmsc	100.001.201.172	8799										
IN	LineageOS	BSNL	404	62	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	62	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	62	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	62	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	62	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	62	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	62	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	64	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	64	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	64	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	64	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	64	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	64	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	64	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	66	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	66	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	66	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	66	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	66	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	66	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	66	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	NetConnect	404	67	rcomnet	default,supl																		
IN	LineageOS	Reliance GPRS	404	67	rcomwap	default,supl									10.239.221.5	8080								
IN	AOSP	Reliance MMS	404	67	mms	mms	IPV4V6	IPV4V6				http://10.239.221.47/mms/	10.239.221.7	8080			1543							
IN	LineageOS	Reliance MMS	404	67	rcommms	mms						http://mms.rcom.co.in/mms	10.239.221.5	8080	10.239.221.5	8080								
IN	AOSP	Reliance Net	404	67	smartnet	default,ia,supl	IPV4V6	IPV4V6									1543							
IN	AOSP	Reliance WAP	404	67	smartwap	default,ia,supl	IPV4V6	IPV4V6			1				10.239.221.7	8080	1543							
IN	LineageOS	Vodafone	404	67	portalnmms	default,supl,mms						http://mms1.live.vodafone.in/mms/	10.10.1.100	9401	10.10.1.100	9401								
IN	AOSP	MTNL	404	68	mtnl.net	default,ia,mms,supl,fota,dun	IPV4V6	IPV4V6	mtnl	mtnl123	0	http://mtnlmms/	10.10.10.10	9401			1556							
IN	LineageOS	MTNL	404	68	mtnl.net	default,supl			mtnl	mtnl123					10.10.10.10	9401								
IN	LineageOS	MTNL GPRS	404	68	gprsppsdel	default,supl			mtnl	mtnl123														
IN	LineageOS	MTNL GPRS	404	68	gprsppsmum	default,supl			mtnl	mtnl123	1				172.16.39.10	9401								
IN	LineageOS	MTNL MMS	404	68	gprsppsdel	mms			mtnl	mtnl123	1	http://172.16.39.140/mms/	172.16.39.10	9201										
IN	LineageOS	MTNL MMS	404	68	gprsppsmum	mms			mtnl	mtnl123	1	http://172.16.39.140/mms/	172.16.39.10	9401										
IN	LineageOS	MTNL MMS	404	68	mtnl.net	mms			mtnl	mtnl123		http://mtnlmms/	10.10.10.10	9401										
IN	AOSP	MTNL	404	69	mtnl.net	default,ia,mms,supl,fota,dun	IPV4V6	IPV4V6	mtnl	mtnl123	0	http://mtnlmms/	10.10.10.10	9401			1556							
IN	LineageOS	MTNL	404	69	mtnl.net	default,supl			mtnl	mtnl123					10.10.10.10	9401								
IN	LineageOS	MTNL GPRS	404	69	gprsppsmum	default,supl			mtnl	mtnl123	1				172.16.39.10	9401								
IN	LineageOS	MTNL MMS	404	69	gprsppsdel	mms			mtnl	mtnl123	1	http://172.16.39.140/mms/	172.16.39.10	9201										
IN	LineageOS	MTNL MMS	404	69	gprsppsmum	mms			mtnl	mtnl123	1	http://172.16.39.140/mms/	172.16.39.10	9401										
IN	LineageOS	MTNL MMS	404	69	mtnl.net	mms			mtnl	mtnl123		http://mtnlmms/	10.10.10.10	9401										
IN	LineageOS	Airtel GPRS	404	70	airtelgprs.com	default,supl																		
IN	AOSP	Airtel IMS	404	70	ims	ims	IPV4V6	IPV4V6									1557							
IN	AOSP	AIRTEL LIVE	404	70	airtelfun.com	default,ia,supl	IPV4V6	IPV4V6							100.1.200.99	8080	1557							
IN	LineageOS	Airtel Live	404	70	airtelfun.com	default,supl									100.1.200.99	8080								
IN	AOSP	Airtel MMS	404	70	airtelmms.com	mms	IPV4V6	IPV4V6			1	http://100.1.201.171:10021/mmsc	100.1.201.172	8799			1557							
IN	LineageOS	Airtel MMS	404	70	airtelmms.com	mms						http://100.1.201.171:10021/mmsc	100.1.201.172	8799										
IN	AOSP	Mobile Office	404	70	airtelgprs.com	default,ia,supl	IPV4V6	IPV4V6									1557							
IN	LineageOS	BSNL	404	71	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	71	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	71	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	71	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	71	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	71	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	71	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	72	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	72	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	72	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	72	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	72	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	72	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	72	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	73	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	73	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	73	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	73	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	73	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	73	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	73	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	74	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	74	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	74	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	74	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	74	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	74	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	74	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	75	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	75	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	75	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	75	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	75	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	75	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	75	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	76	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	76	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	76	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	76	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	76	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	76	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	76	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	77	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	77	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	77	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	77	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	77	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	77	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	77	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	AOSP	IDEA GPRS	404	78	imis	default,ia,supl	IPV4V6	IPV4V6							10.4.42.15	8080	802							
IN	LineageOS	IDEA Internet	404	78	internet	default,supl																		
IN	AOSP	IDEA MMS	404	78	mmsc	mms	IPV4V6	IPV4V6				http://10.4.42.21:8002/	10.4.42.15	8080			802							
IN	LineageOS	IDEA MMS	404	78	mmsc	mms						http://10.4.42.21:8002	10.4.42.15	8080										
IN	LineageOS	IDEA Mobile	404	78	mobile	default,supl																		
IN	LineageOS	IDEA Wap	404	78	imis	default,supl									10.4.42.15	8080								
IN	AOSP	Idea_Internet	404	78	internet	default,ia,supl	IPV4V6	IPV4V6									802							
IN	LineageOS	Vi India	404	78	www	default,mms,ia,supl,ims,hipri,fota,cbs,xcap	IPV4V6	IPV4V6																
IN	LineageOS	BSNL NET	404	79	bsnlnet	default,supl																		
IN	LineageOS	BSNL WAP	404	79	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	79	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	79	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	79	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	79	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	80	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	80	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	80	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	80	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	80	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
IN	AOSP	bsnlmms	404	80	bsnlmms	mms	IPV4V6	IPV4V6				http://bsnlmmsc.in:8514	10.210.10.11	8080			1549							
IN	AOSP	bsnlnet	404	80	bsnlnet	default,ia,supl	IPV4V6	IPV4V6									1549							
IN	LineageOS	BSNL	404	81	bsnlnet	default,supl			MSISDN	MSISDN														
IN	LineageOS	BSNL MMS	404	81	mmssouth.cellone.in	mms			MSISDN	mmsc		http://10.7.236.11:8514	10.7.236.11	8080										
IN	LineageOS	BSNL WAP	404	81	WAPSOUTH.CELLONE.IN	default,supl			PPP	PPP123					10.31.54.2	9401								
IN	LineageOS	BSNL-mms	404	81	bsnlmms	mms						http://bsnlmmsc.in:8514	10.210.10.11	8080	10.210.10.11	8080								
IN	AOSP	bsnllive	404	81	bsnllive	default,ia,supl	IPV4V6	IPV4V6							10.220.67.131	8080	1549							
